Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source
VTA,Ind,VTA_n,miizh,miin1,Excl,2Pl,Dub,Pos,gimiinigoomwaadog,gi<<miin>>igoomwaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Pl,Dub,Pos,gimiinigoomwaadog,gi<<miin>>igoomwaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,2Pl,Neu,Neg,gimiinigosiinaawaan,gi<<miin>>igosiinaawaan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,2Pl,Neu,Neg,gimiinigosiinaawaa,gi<<miin>>igosiinaawaa,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,2Pl,Neu,Neg,gimiinisinooninim,gi<<miin>>isinooninim,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlProx,2Pl,Neu,Neg,gimiinigosiiwaag,gi<<miin>>igosiiwaag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3SgProx,2Pl,Neu,Neg,gimiinigosiiwaa,gi<<miin>>igosiiwaa,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,2Pl,Neu,Neg,gimiinigoosiim,gi<<miin>>igoosiim,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Pl,Neu,Neg,gimiinigoosiim,gi<<miin>>igoosiim,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,2Pl,Neu,Pos,gimiinigonaawaan,gi<<miin>>igonaawaan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,2Pl,Neu,Pos,gimiinigonaawaa,gi<<miin>>igonaawaa,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,2Pl,Neu,Pos,gimiinininim,gi<<miin>>ininim,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlProx,2Pl,Neu,Pos,gimiinigowaag,gi<<miin>>igowaag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3SgProx,2Pl,Neu,Pos,gimiinigowaa,gi<<miin>>igowaa,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,2Pl,Neu,Pos,gimiinigoom,gi<<miin>>igoom,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Pl,Neu,Pos,gimiinigoom,gi<<miin>>igoom,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,2Pl,Prt,Neg,gimiinigosiinaawaabanen,gi<<miin>>igosiinaawaabanen,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,2Pl,Prt,Neg,gimiinigosiinaawaaban,gi<<miin>>igosiinaawaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,2Pl,Prt,Neg,gimiinisinooninimwaaban,gi<<miin>>isinooninimwaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlProx,2Pl,Prt,Neg,gimiinigosiiwaabaneg,gi<<miin>>igosiiwaabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3SgProx,2Pl,Prt,Neg,gimiinigosiiwaaban,gi<<miin>>igosiiwaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,2Pl,Prt,Neg,gimiinigoosiimwaaban,gi<<miin>>igoosiimwaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Pl,Prt,Neg,gimiinigoosiimwaaban,gi<<miin>>igoosiimwaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,2Pl,Prt,Pos,gimiinigonaawaabanen,gi<<miin>>igonaawaabanen,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,2Pl,Prt,Pos,gimiinigonaawaaban,gi<<miin>>igonaawaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,2Pl,Prt,Pos,gimiinininimwaaban,gi<<miin>>ininimwaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlProx,2Pl,Prt,Pos,gimiinigowaabaneg,gi<<miin>>igowaabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3SgProx,2Pl,Prt,Pos,gimiinigowaaban,gi<<miin>>igowaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,2Pl,Prt,Pos,gimiinigoomwaaban,gi<<miin>>igoomwaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Pl,Prt,Pos,gimiinigoomwaaban,gi<<miin>>igoomwaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,2Sg,Dub,Neg,gimiinigosiinaadogenan,gi<<miin>>igosiinaadogenan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,2Sg,Dub,Neg,gimiinigosiinaadog,gi<<miin>>igosiinaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,2Sg,Dub,Neg,gimiinisinooninaadog,gi<<miin>>isinooninaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlProx,2Sg,Dub,Neg,gimiinigosiidogenag,gi<<miin>>igosiidogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3SgProx,2Sg,Dub,Neg,gimiinigosiidog,gi<<miin>>igosiidog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,2Sg,Dub,Neg,gimiinigoosiinaadog,gi<<miin>>igoosiinaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Sg,Dub,Neg,gimiinigoosiinaadog,gi<<miin>>igoosiinaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,2Sg,Dub,Pos,gimiinigonaadogenan,gi<<miin>>igonaadogenan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,2Sg,Dub,Pos,gimiinigonaadog,gi<<miin>>igonaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,2Sg,Dub,Pos,gimiinininaadog,gi<<miin>>ininaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlProx,2Sg,Dub,Pos,gimiinigodogenag,gi<<miin>>igodogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3SgProx,2Sg,Dub,Pos,gimiinigodog,gi<<miin>>igodog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,2Sg,Dub,Pos,gimiinigoonaadog,gi<<miin>>igoonaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Sg,Dub,Pos,gimiinigoonaadog,gi<<miin>>igoonaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,2Sg,Neu,Neg,gimiinigosiinan,gi<<miin>>igosiinan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,2Sg,Neu,Neg,gimiinigosiin,gi<<miin>>igosiin,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,2Sg,Neu,Neg,gimiinisinoon,gi<<miin>>isinoon,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlProx,2Sg,Neu,Neg,gimiinigosiig,gi<<miin>>igosiig,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3SgProx,2Sg,Neu,Neg,gimiinigosiin,gi<<miin>>igosiin,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,2Sg,Neu,Neg,gimiinigoosiin,gi<<miin>>igoosiin,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Sg,Neu,Neg,gimiinigoosiin,gi<<miin>>igoosiin,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,2Sg,Neu,Pos,gimiinigonan,gi<<miin>>igonan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,2Sg,Neu,Pos,gimiinigon,gi<<miin>>igon,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,2Sg,Neu,Pos,gimiinin,gi<<miin>>in,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlProx,2Sg,Neu,Pos,gimiinigoog,gi<<miin>>igoog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3SgProx,2Sg,Neu,Pos,gimiinig,gi<<miin>>ig,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,2Sg,Neu,Pos,gimiinigoo,gi<<miin>>igoo,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Sg,Neu,Pos,gimiinigoo,gi<<miin>>igoo,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,2Sg,Prt,Neg,gimiinigosiinaabanen,gi<<miin>>igosiinaabanen,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,2Sg,Prt,Neg,gimiinigosiinaaban,gi<<miin>>igosiinaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,2Sg,Prt,Neg,gimiinisinooninaaban,gi<<miin>>isinooninaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlProx,2Sg,Prt,Neg,gimiinigosiibaneg,gi<<miin>>igosiibaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3SgProx,2Sg,Prt,Neg,gimiinigosiiban,gi<<miin>>igosiiban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,2Sg,Prt,Neg,gimiinigoosiinaaban,gi<<miin>>igoosiinaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Sg,Prt,Neg,gimiinigoosiinaaban,gi<<miin>>igoosiinaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,2Sg,Prt,Pos,gimiinigonaabanen,gi<<miin>>igonaabanen,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,2Sg,Prt,Pos,gimiinigonaaban,gi<<miin>>igonaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,2Sg,Prt,Pos,gimiinininaaban,gi<<miin>>ininaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlProx,2Sg,Prt,Pos,gimiinigobaneg,gi<<miin>>igobaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3SgProx,2Sg,Prt,Pos,gimiinigoban,gi<<miin>>igoban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,2Sg,Prt,Pos,gimiinigoonaaban,gi<<miin>>igoonaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,2Sg,Prt,Pos,gimiinigoonaaban,gi<<miin>>igoonaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlObv,Dub,Neg,nimiinimaasiidogena',ni<<miin>>imaasiidogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlObv,Dub,Neg,gimiinimaasiwaawaadogena',gi<<miin>>imaasiwaawaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlObv,Dub,Neg,gimiinimaasiidogena',gi<<miin>>imaasiidogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,3PlProx,3PlObv,Dub,Neg,omiinaasiwaawaadogena',o<<miin>>aasiwaawaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgProx,3PlObv,Dub,Neg,omiinaasiidogena',o<<miin>>aasiidogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlObv,Dub,Neg,nimiinimaasiwaanaadogena',ni<<miin>>imaasiwaanaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlObv,Dub,Neg,gimiinimaasiwaanaadogena',gi<<miin>>imaasiwaanaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,X,3PlObv,Dub,Neg,miinimaasiidogena',<<miin>>imaasiidogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlObv,Dub,Pos,nimiinimaadogena',ni<<miin>>imaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlObv,Dub,Pos,gimiinimaawaadogena',gi<<miin>>imaawaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlObv,Dub,Pos,gimiinimaadogena',gi<<miin>>imaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,3PlProx,3PlObv,Dub,Pos,omiinaawaadogena',o<<miin>>aawaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgProx,3PlObv,Dub,Pos,omiinaadogena',o<<miin>>aadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlObv,Dub,Pos,nimiinimaanaadogena',ni<<miin>>imaanaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlObv,Dub,Pos,gimiinimaanaadogena',gi<<miin>>imaanaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,X,3PlObv,Dub,Pos,miinimaadogena',<<miin>>imaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlObv,Neu,Neg,nimiinimaasii',ni<<miin>>imaasii',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlObv,Neu,Neg,gimiinimaasiwaawaa',gi<<miin>>imaasiwaawaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlObv,Neu,Neg,gimiinimaasii',gi<<miin>>imaasii',GUESS
VTA,Ind,VTA_n,miizh,miin1,3PlProx,3PlObv,Neu,Neg,omiinaasiwaawaa',o<<miin>>aasiwaawaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgProx,3PlObv,Neu,Neg,omiinaasii',o<<miin>>aasii',GUESS
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlObv,Neu,Neg,nimiinimaasiwaanaa',ni<<miin>>imaasiwaanaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlObv,Neu,Neg,gimiinimaasiwaanaa',gi<<miin>>imaasiwaanaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,X,3PlObv,Neu,Neg,miinimaasiiwa',<<miin>>imaasiiwa',GUESS
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlObv,Neu,Pos,nimiinimaa',ni<<miin>>imaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlObv,Neu,Pos,gimiinimaawaa',gi<<miin>>imaawaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlObv,Neu,Pos,gimiinimaa',gi<<miin>>imaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,3PlProx,3PlObv,Neu,Pos,omiinaawaa',o<<miin>>aawaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgProx,3PlObv,Neu,Pos,omiinaa',o<<miin>>aa',GUESS
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlObv,Neu,Pos,nimiinimaanaa',ni<<miin>>imaanaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlObv,Neu,Pos,gimiinimaanaa',gi<<miin>>imaanaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,X,3PlObv,Neu,Pos,miinimaawa',<<miin>>imaawa',GUESS
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlObv,Prt,Neg,nimiinimaasiibane',ni<<miin>>imaasiibane',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlObv,Prt,Neg,gimiinimaasiwaawaabane',gi<<miin>>imaasiwaawaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlObv,Prt,Neg,gimiinimaasiibane',gi<<miin>>imaasiibane',GUESS
VTA,Ind,VTA_n,miizh,miin1,3PlProx,3PlObv,Prt,Neg,omiinaasiwaawaabane',o<<miin>>aasiwaawaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgProx,3PlObv,Prt,Neg,omiinaasiibane',o<<miin>>aasiibane',GUESS
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlObv,Prt,Neg,nimiinimaasiwaanaabane',ni<<miin>>imaasiwaanaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlObv,Prt,Neg,gimiinimaasiwaanaabane',gi<<miin>>imaasiwaanaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,X,3PlObv,Prt,Neg,miinimaasiibane',<<miin>>imaasiibane',GUESS
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlObv,Prt,Pos,nimiinimaabane',ni<<miin>>imaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlObv,Prt,Pos,gimiinimaawaabane',gi<<miin>>imaawaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlObv,Prt,Pos,gimiinimaabane',gi<<miin>>imaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,3PlProx,3PlObv,Prt,Pos,omiinaawaabane',o<<miin>>aawaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgProx,3PlObv,Prt,Pos,omiinaabane',o<<miin>>aabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlObv,Prt,Pos,nimiinimaanaabane',ni<<miin>>imaanaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlObv,Prt,Pos,gimiinimaanaabane',gi<<miin>>imaanaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,X,3PlObv,Prt,Pos,miinimaabane',<<miin>>imaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,0Pl,3PlProx,Dub,Neg,omiinigosiinaawaadogenan,o<<miin>>igosiinaawaadogenan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,3PlProx,Dub,Neg,omiinigosiinaawaadog,o<<miin>>igosiinaawaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlProx,Dub,Neg,nimiinaasiidogenag,ni<<miin>>aasiidogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlProx,Dub,Neg,gimiinaasiwaawaadogenag,gi<<miin>>aasiwaawaadogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlProx,Dub,Neg,gimiinaasiidogenag,gi<<miin>>aasiidogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlObv,3PlProx,Dub,Neg,omiinigosiiwaadogena',o<<miin>>igosiiwaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgObv,3PlProx,Dub,Neg,omiinigosiiwaadogenan,o<<miin>>igosiiwaadogenan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlProx,Dub,Neg,nimiinaasiwaanaadogenag,ni<<miin>>aasiwaanaadogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlProx,Dub,Neg,gimiinaasiwaanaadogenag,gi<<miin>>aasiwaanaadogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,3PlProx,Dub,Neg,miinaasiidogenag,<<miin>>aasiidogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,3PlProx,Dub,Pos,omiinigonaawaadogenan,o<<miin>>igonaawaadogenan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,3PlProx,Dub,Pos,omiinigonaawaadog,o<<miin>>igonaawaadog,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlProx,Dub,Pos,nimiinaadogenag,ni<<miin>>aadogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlProx,Dub,Pos,gimiinaawaadogenag,gi<<miin>>aawaadogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlProx,Dub,Pos,gimiinaadogenag,gi<<miin>>aadogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlObv,3PlProx,Dub,Pos,omiinigowaadogena',o<<miin>>igowaadogena',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgObv,3PlProx,Dub,Pos,omiinigowaadogenan,o<<miin>>igowaadogenan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlProx,Dub,Pos,nimiinaanaadogenag,ni<<miin>>aanaadogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlProx,Dub,Pos,gimiinaanaadogenag,gi<<miin>>aanaadogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,3PlProx,Dub,Pos,miinaadogenag,<<miin>>aadogenag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,3PlProx,Neu,Neg,omiinigosiinaawaan,o<<miin>>igosiinaawaan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,3PlProx,Neu,Neg,omiinigosiinaawaa,o<<miin>>igosiinaawaa,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlProx,Neu,Neg,nimiinaasiig,ni<<miin>>aasiig,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlProx,Neu,Neg,gimiinaasiwaawaag,gi<<miin>>aasiwaawaag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlProx,Neu,Neg,gimiinaasiig,gi<<miin>>aasiig,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlObv,3PlProx,Neu,Neg,omiinigosiiwaa',o<<miin>>igosiiwaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgObv,3PlProx,Neu,Neg,omiinigosiiwaan,o<<miin>>igosiiwaan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlProx,Neu,Neg,nimiinaasiwaanaanig,ni<<miin>>aasiwaanaanig,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlProx,Neu,Neg,gimiinaasiwaanaanig,gi<<miin>>aasiwaanaanig,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,3PlProx,Neu,Neg,miinaasiiwag,<<miin>>aasiiwag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,3PlProx,Neu,Pos,omiinigonaawaan,o<<miin>>igonaawaan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,3PlProx,Neu,Pos,omiinigonaawaa,o<<miin>>igonaawaa,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlProx,Neu,Pos,nimiinaag,ni<<miin>>aag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlProx,Neu,Pos,gimiinaawaag,gi<<miin>>aawaag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlProx,Neu,Pos,gimiinaag,gi<<miin>>aag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlObv,3PlProx,Neu,Pos,omiinigowaa',o<<miin>>igowaa',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgObv,3PlProx,Neu,Pos,omiinigowaan,o<<miin>>igowaan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlProx,Neu,Pos,nimiinaanaanig,ni<<miin>>aanaanig,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlProx,Neu,Pos,gimiinaanaanig,gi<<miin>>aanaanig,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,3PlProx,Neu,Pos,miinaawag,<<miin>>aawag,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,3PlProx,Prt,Neg,omiinigosiinaawaabanen,o<<miin>>igosiinaawaabanen,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,3PlProx,Prt,Neg,omiinigosiinaawaaban,o<<miin>>igosiinaawaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlProx,Prt,Neg,nimiinaasiibaneg,ni<<miin>>aasiibaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlProx,Prt,Neg,gimiinaasiwaawaabaneg,gi<<miin>>aasiwaawaabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlProx,Prt,Neg,gimiinaasiibaneg,gi<<miin>>aasiibaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlObv,3PlProx,Prt,Neg,omiinigosiiwaabane',o<<miin>>igosiiwaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgObv,3PlProx,Prt,Neg,omiinigosiiwaabanen,o<<miin>>igosiiwaabanen,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlProx,Prt,Neg,nimiinaasiwaanaabaneg,ni<<miin>>aasiwaanaabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlProx,Prt,Neg,gimiinaasiwaanaabaneg,gi<<miin>>aasiwaanaabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,3PlProx,Prt,Neg,miinaasiibaneg,<<miin>>aasiibaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Pl,3PlProx,Prt,Pos,omiinigonaawaabanen,o<<miin>>igonaawaabanen,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,0Sg,3PlProx,Prt,Pos,omiinigonaawaaban,o<<miin>>igonaawaaban,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,3PlProx,Prt,Pos,nimiinaabaneg,ni<<miin>>aabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Pl,3PlProx,Prt,Pos,gimiinaawaabaneg,gi<<miin>>aawaabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Sg,3PlProx,Prt,Pos,gimiinaabaneg,gi<<miin>>aabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,3PlObv,3PlProx,Prt,Pos,omiinigowaabane',o<<miin>>igowaabane',GUESS
VTA,Ind,VTA_n,miizh,miin1,3SgObv,3PlProx,Prt,Pos,omiinigowaabanen,o<<miin>>igowaabanen,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Excl,3PlProx,Prt,Pos,nimiinaanaabaneg,ni<<miin>>aanaabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,Incl,3PlProx,Prt,Pos,gimiinaanaabaneg,gi<<miin>>aanaabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,X,3PlProx,Prt,Pos,miinaabaneg,<<miin>>aabaneg,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,1Sg,3SgObv,Dub,Neg,nimiinimaasiidogenan,ni<<miin>>imaasiidogenan,JRV-Web-ANISH
VTA,Ind,VTA_n,miizh,miin1,2Pl,3SgObv,Dub,Neg,gimiinimaasiwaawaadogenan,gi<<miin>>imaasiwaawaadogenan,JRV-Web-ANISH
