Paradigm,Order,Class,Lemma,Stem,Head,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3PlObvSubj,3SgObvObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3PlObvSubj,3SgObvObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3PlObvSubj,3SgObvObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3PlObvSubj,3SgObvObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3PlObvSubj,3SgObvObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3PlObvSubj,3SgObvObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3PlObvSubj,3SgObvObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3PlObvSubj,3SgProxObj,Prt,Neg,mewadisigosigobaniin,<ChCnj><<mawadis>>igosigobaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3PlObvSubj,3SgProxObj,Prt,Pos,mewadisigopaniin,<ChCnj><<mawadis>>igopaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3PlObvSubj,3SgProxObj,Prt,Neg,maanigosigobaniin,<ChCnj><<miin>>igosigobaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3PlObvSubj,3SgProxObj,Prt,Pos,maanigopaniin,<ChCnj><<miin>>igopaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3PlObvSubj,3SgProxObj,Prt,Neg,mekaagosigobaniin,<ChCnj><<mikaa>>gosigobaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3PlObvSubj,3SgProxObj,Prt,Pos,mekaagopaniin,<ChCnj><<mikaa>>gopaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3PlObvSubj,3SgProxObj,Prt,Neg,mezhogosigobaniin,<ChCnj><<mizho>>igosigobaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3PlObvSubj,3SgProxObj,Prt,Pos,mezhogopaniin,<ChCnj><<mizho>>igopaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3PlObvSubj,3SgProxObj,Prt,Neg,wayaabamigosigobaniin,<ChCnj><<waabam>>igosigobaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3PlObvSubj,3SgProxObj,Prt,Pos,wayaabamigopaniin,<ChCnj><<waabam>>igopaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3PlObvSubj,ExclObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3PlObvSubj,ExclObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3PlObvSubj,ExclObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3PlObvSubj,ExclObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3PlObvSubj,ExclObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3PlObvSubj,ExclObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3PlObvSubj,ExclObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3PlObvSubj,ExclObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3PlObvSubj,ExclObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3PlObvSubj,ExclObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3PlObvSubj,InclObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3PlObvSubj,InclObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3PlObvSubj,InclObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3PlObvSubj,InclObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3PlObvSubj,InclObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3PlObvSubj,InclObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3PlObvSubj,InclObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3PlObvSubj,InclObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3PlObvSubj,InclObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3PlObvSubj,InclObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3PlProxSubj,3PlObvObj,Prt,Neg,mewadisaasigwaabaniin,<ChCnj><<mawadis>>aasigwaabaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3PlProxSubj,3PlObvObj,Prt,Pos,mewadisaawaapaniin,<ChCnj><<mawadis>>aawaapaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3PlProxSubj,3PlObvObj,Prt,Neg,maanaasigwaabaniin,<ChCnj><<miin>>aasigwaabaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3PlProxSubj,3PlObvObj,Prt,Pos,maanaawaapaniin,<ChCnj><<miin>>aawaapaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3PlProxSubj,3PlObvObj,Prt,Neg,mekawaasigwaabaniin,<ChCnj><<mikaw>>aasigwaabaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3PlProxSubj,3PlObvObj,Prt,Pos,mekawaawaapaniin,<ChCnj><<mikaw>>aawaapaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3PlProxSubj,3PlObvObj,Prt,Neg,mezhwaasigwaabaniin,<ChCnj><<mizhw>>aasigwaabaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3PlProxSubj,3PlObvObj,Prt,Pos,mezhwaawaapaniin,<ChCnj><<mizhw>>aawaapaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3PlProxSubj,3PlObvObj,Prt,Neg,wayaabamaasigwaabaniin,<ChCnj><<waabam>>aasigwaabaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3PlProxSubj,3PlObvObj,Prt,Pos,wayaabamaawaapaniin,<ChCnj><<waabam>>aawaapaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3SgObvSubj,3PlObvObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3SgObvSubj,3PlObvObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3SgObvSubj,3PlObvObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3SgObvSubj,3PlObvObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3SgObvSubj,3PlObvObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3SgObvSubj,3PlObvObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3SgObvSubj,3PlObvObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3SgObvSubj,3PlObvObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3SgObvSubj,3PlObvObj,Prt,Neg,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3SgObvSubj,3PlObvObj,Prt,Pos,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3SgProxSubj,3PlObvObj,Prt,Neg,mewadisaasigobaniin,<ChCnj><<mawadis>>aasigobaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,3SgProxSubj,3PlObvObj,Prt,Pos,mewadisaapaniin,<ChCnj><<mawadis>>aapaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3SgProxSubj,3PlObvObj,Prt,Neg,maanaasigobaniin,<ChCnj><<miin>>aasigobaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,3SgProxSubj,3PlObvObj,Prt,Pos,maanaapaniin,<ChCnj><<miin>>aapaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3SgProxSubj,3PlObvObj,Prt,Neg,mekawaasigobaniin,<ChCnj><<mikaw>>aasigobaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,3SgProxSubj,3PlObvObj,Prt,Pos,mekawaapaniin,<ChCnj><<mikaw>>aapaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3SgProxSubj,3PlObvObj,Prt,Neg,mezhwaasigobaniin,<ChCnj><<mizhw>>aasigobaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,3SgProxSubj,3PlObvObj,Prt,Pos,mezhwaapaniin,<ChCnj><<mizhw>>aapaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3SgProxSubj,3PlObvObj,Prt,Neg,wayaabamaasigobaniin,<ChCnj><<waabam>>aasigobaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,3SgProxSubj,3PlObvObj,Prt,Pos,wayaabamaapaniin,<ChCnj><<waabam>>aapaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,ExclSubj,3PlObvObj,Prt,Neg,mewadisaasiwangidibaniin,<ChCnj><<mawadis>>aasiwangidibaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,ExclSubj,3PlObvObj,Prt,Pos,mewadisangidibaniin,<ChCnj><<mawadis>>angidibaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,ExclSubj,3PlObvObj,Prt,Neg,maanaasiwangidibaniin,<ChCnj><<miin>>aasiwangidibaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,ExclSubj,3PlObvObj,Prt,Pos,maanangidibaniin,<ChCnj><<miin>>angidibaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,ExclSubj,3PlObvObj,Prt,Neg,mekawaasiwangidibaniin,<ChCnj><<mikaw>>aasiwangidibaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,ExclSubj,3PlObvObj,Prt,Pos,mekawangidibaniin,<ChCnj><<mikaw>>angidibaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,ExclSubj,3PlObvObj,Prt,Neg,mezhwaasiwangidibaniin,<ChCnj><<mizhw>>aasiwangidibaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,ExclSubj,3PlObvObj,Prt,Pos,mezhwangidibaniin,<ChCnj><<mizhw>>angidibaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,ExclSubj,3PlObvObj,Prt,Neg,wayaabamaasiwangidibaniin,<ChCnj><<waabam>>aasiwangidibaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,ExclSubj,3PlObvObj,Prt,Pos,wayaabamangidibaniin,<ChCnj><<waabam>>angidibaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,InclSubj,3PlObvObj,Prt,Neg,mewadisaasiwangibaniin,<ChCnj><<mawadis>>aasiwangibaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,InclSubj,3PlObvObj,Prt,Pos,mewadisangibaniin,<ChCnj><<mawadis>>angibaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,InclSubj,3PlObvObj,Prt,Neg,maanaasiwangibaniin,<ChCnj><<miin>>aasiwangibaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,InclSubj,3PlObvObj,Prt,Pos,maanangibaniin,<ChCnj><<miin>>angibaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,InclSubj,3PlObvObj,Prt,Neg,mekawaasiwangibaniin,<ChCnj><<mikaw>>aasiwangibaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,InclSubj,3PlObvObj,Prt,Pos,mekawangibaniin,<ChCnj><<mikaw>>angibaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,InclSubj,3PlObvObj,Prt,Neg,mezhwaasiwangibaniin,<ChCnj><<mizhw>>aasiwangibaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,InclSubj,3PlObvObj,Prt,Pos,mezhwangibaniin,<ChCnj><<mizhw>>angibaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,InclSubj,3PlObvObj,Prt,Neg,wayaabamaasiwangibaniin,<ChCnj><<waabam>>aasiwangibaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,InclSubj,3PlObvObj,Prt,Pos,wayaabamangibaniin,<ChCnj><<waabam>>angibaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,XSubj,3PlObvObj,Prt,Neg,mewadisaasiwindibaniin,<ChCnj><<mawadis>>aasiwindibaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3PlObvHead,XSubj,3PlObvObj,Prt,Pos,mewadisindibaniin,<ChCnj><<mawadis>>indibaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,XSubj,3PlObvObj,Prt,Neg,maanaasiwindibaniin,<ChCnj><<miin>>aasiwindibaniin,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3PlObvHead,XSubj,3PlObvObj,Prt,Pos,maanindibaniin,<ChCnj><<miin>>indibaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,XSubj,3PlObvObj,Prt,Neg,mekawaasiwindibaniin,<ChCnj><<mikaw>>aasiwindibaniin,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3PlObvHead,XSubj,3PlObvObj,Prt,Pos,mekawindibaniin,<ChCnj><<mikaw>>indibaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,XSubj,3PlObvObj,Prt,Neg,mezhwaasiwindibaniin,<ChCnj><<mizhw>>aasiwindibaniin,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3PlObvHead,XSubj,3PlObvObj,Prt,Pos,mezhondibaniin,<ChCnj><<mizho>>indibaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,XSubj,3PlObvObj,Prt,Neg,wayaabamaasiwindibaniin,<ChCnj><<waabam>>aasiwindibaniin,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3PlObvHead,XSubj,3PlObvObj,Prt,Pos,wayaabamindibaniin,<ChCnj><<waabam>>indibaniin,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,1SgSubj,3SgObvObj,Dub,Neg,mewadisaasiwaawagenan,<ChCnj><<mawadis>>aasiwaawagenan,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,1SgSubj,3SgObvObj,Dub,Pos,mewadisaawagenan,<ChCnj><<mawadis>>aawagenan,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,1SgSubj,3SgObvObj,Dub,Neg,maanaasiwaawagenan,<ChCnj><<miin>>aasiwaawagenan,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,1SgSubj,3SgObvObj,Dub,Pos,maanaawagenan,<ChCnj><<miin>>aawagenan,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,1SgSubj,3SgObvObj,Dub,Neg,mekawaasiwaawagenan,<ChCnj><<mikaw>>aasiwaawagenan,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,1SgSubj,3SgObvObj,Dub,Pos,mekawaawagenan,<ChCnj><<mikaw>>aawagenan,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,1SgSubj,3SgObvObj,Dub,Neg,mezhwaasiwaawagenan,<ChCnj><<mizhw>>aasiwaawagenan,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,1SgSubj,3SgObvObj,Dub,Pos,mezhwaawagenan,<ChCnj><<mizhw>>aawagenan,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,1SgSubj,3SgObvObj,Dub,Neg,wayaabamaasiwaawagenan,<ChCnj><<waabam>>aasiwaawagenan,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,1SgSubj,3SgObvObj,Dub,Pos,wayaabamaawagenan,<ChCnj><<waabam>>aawagenan,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,2PlSubj,3SgObvObj,Dub,Neg,mewadisaasiwaawegwenan,<ChCnj><<mawadis>>aasiwaawegwenan,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,2PlSubj,3SgObvObj,Dub,Pos,mewadisaawegwenan,<ChCnj><<mawadis>>aawegwenan,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,2PlSubj,3SgObvObj,Dub,Neg,maanaasiwaawegwenan,<ChCnj><<miin>>aasiwaawegwenan,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,2PlSubj,3SgObvObj,Dub,Pos,maanaawegwenan,<ChCnj><<miin>>aawegwenan,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,2PlSubj,3SgObvObj,Dub,Neg,mekawaasiwaawegwenan,<ChCnj><<mikaw>>aasiwaawegwenan,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,2PlSubj,3SgObvObj,Dub,Pos,mekawaawegwenan,<ChCnj><<mikaw>>aawegwenan,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,2PlSubj,3SgObvObj,Dub,Neg,mezhwaasiwaawegwenan,<ChCnj><<mizhw>>aasiwaawegwenan,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,2PlSubj,3SgObvObj,Dub,Pos,mezhwaawegwenan,<ChCnj><<mizhw>>aawegwenan,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,2PlSubj,3SgObvObj,Dub,Neg,wayaabamaasiwaawegwenan,<ChCnj><<waabam>>aasiwaawegwenan,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,2PlSubj,3SgObvObj,Dub,Pos,wayaabamaawegwenan,<ChCnj><<waabam>>aawegwenan,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,2SgSubj,3SgObvObj,Dub,Neg,mewadisaasiwaawadenan,<ChCnj><<mawadis>>aasiwaawadenan,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,2SgSubj,3SgObvObj,Dub,Pos,mewadisaawadenan,<ChCnj><<mawadis>>aawadenan,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,2SgSubj,3SgObvObj,Dub,Neg,maanaasiwaawadenan,<ChCnj><<miin>>aasiwaawadenan,GUESS
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,2SgSubj,3SgObvObj,Dub,Pos,maanaawadenan,<ChCnj><<miin>>aawadenan,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,2SgSubj,3SgObvObj,Dub,Neg,mekawaasiwaawadenan,<ChCnj><<mikaw>>aasiwaawadenan,GUESS
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,2SgSubj,3SgObvObj,Dub,Pos,mekawaawadenan,<ChCnj><<mikaw>>aawadenan,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,2SgSubj,3SgObvObj,Dub,Neg,mezhwaasiwaawadenan,<ChCnj><<mizhw>>aasiwaawadenan,GUESS
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,2SgSubj,3SgObvObj,Dub,Pos,mezhwaawadenan,<ChCnj><<mizhw>>aawadenan,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,2SgSubj,3SgObvObj,Dub,Neg,wayaabamaasiwaawadenan,<ChCnj><<waabam>>aasiwaawadenan,GUESS
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,2SgSubj,3SgObvObj,Dub,Pos,wayaabamaawadenan,<ChCnj><<waabam>>aawadenan,GUESS
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,3PlObvSubj,3SgObvObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,3PlObvSubj,3SgObvObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,3PlObvSubj,3SgObvObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,3PlObvSubj,3SgObvObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,3PlObvSubj,3SgObvObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,3PlObvSubj,3SgObvObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,3PlObvSubj,3SgObvObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,3PlObvSubj,3SgObvObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,3PlObvSubj,3SgObvObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,3PlObvSubj,3SgObvObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,3PlProxSubj,3SgObvObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,3PlProxSubj,3SgObvObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,3PlProxSubj,3SgObvObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,3PlProxSubj,3SgObvObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,3PlProxSubj,3SgObvObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,3PlProxSubj,3SgObvObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,3PlProxSubj,3SgObvObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,3PlProxSubj,3SgObvObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,3PlProxSubj,3SgObvObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,3PlProxSubj,3SgObvObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,3SgObvSubj,1SgObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,3SgObvSubj,1SgObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,3SgObvSubj,1SgObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,3SgObvSubj,1SgObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,3SgObvSubj,1SgObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,3SgObvSubj,1SgObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,3SgObvSubj,1SgObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,3SgObvSubj,1SgObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,3SgObvSubj,1SgObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,3SgObvSubj,1SgObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,3SgObvSubj,2PlObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,3SgObvSubj,2PlObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,3SgObvSubj,2PlObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,3SgObvSubj,2PlObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,3SgObvSubj,2PlObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,3SgObvSubj,2PlObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,3SgObvSubj,2PlObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,3SgObvSubj,2PlObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,3SgObvSubj,2PlObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_C,waabam,waabam,3SgObvHead,3SgObvSubj,2PlObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,3SgObvSubj,2SgObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_s,mawadish,mawadis1,3SgObvHead,3SgObvSubj,2SgObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,3SgObvSubj,2SgObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_n,miizh,miin1,3SgObvHead,3SgObvSubj,2SgObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,3SgObvSubj,2SgObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_aw,mikaw,mikaw,3SgObvHead,3SgObvSubj,2SgObj,Dub,Pos,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,3SgObvSubj,2SgObj,Dub,Neg,MISSING,,
VTA,Pcp,VTA_Cw,mizho,mizhw1,3SgObvHead,3SgObvSubj,2SgObj,Dub,Pos,MISSING,,
